===20240101更新by似水流年===
== 影视综合 ==,#genre#
咪咕直播34,http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
咪咕直播35,http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
咪咕直播36,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
咪咕直播37,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8
咪咕直播38,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播39,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播40,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播41,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
咪咕直播42,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
咪咕直播43,http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
咪咕直播44,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
咪咕直播45,http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
欧美影院,http://[2409:8087:7001:20:1000::95]:6610/000000001000/7185203501769528108/index.m3u8?channel-id=wasusyt&Contentid=7185203501769528108&livemode=1&stbId=3
七彩戏剧,https://tv.iill.top/bestv/qcxj
七彩戏剧,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001308/1.m3u8
七彩戏剧,http://[2409:8087:1e03:21::34]:6610/cms001/ch00000090990000001308/index.m3u8?IASHttpSessionId=RR8275420230310002030000839
七彩戏剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001308/index.m3u8?
七彩戏剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001308/index.m3u8
青春动漫,https://tv.iill.top/bestv/qcdm
求索动物,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
求索记录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索生活,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000003382/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3
全纪实,https://tv.iill.top/bestv/qjs
全纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226580/index.m3u8
全纪实,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002157/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
全球大片,https://tv.iill.top/bestv/qqdp
全球大片,https://live.goodiptv.club/api/bestv.php?id=qqdp8m/8000000
热播精选,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000003000000016/index.m3u8?channel-id=hnbblive&Contentid=2000000003000000016&livemode=1&stbId=3
热门剧场,https://tv.iill.top/bestv/rmjc
热门剧场,https://live.goodiptv.club/api/bestv.php?id=rmjc8m/8000000
热门综艺,https://tv.iill.top/bestv/rmzy
热门综艺,https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
探索纪实,http://[2409:8087:7001:20:1000::95]:6610/000000001000/5359008697329269813/index.m3u8?channel-id=wasusyt&Contentid=5359008697329269813&livemode=1&stbId=3
探索頻道,http://50.7.238.114:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
探索頻道,http://198.16.100.90:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
戏曲精选,https://tv.iill.top/bestv/xqjx
新视觉,https://tv.iill.top/bestv/xsj
新泰影视频道,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
新泰影视频道,http://111.17.214.4:1935/live/xtys/playlist.m3u8
信号测试1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226337/index.m3u8
信号测试2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226338/index.m3u8
星光影院,https://tv.iill.top/bestv/xgyy
星光影院,https://live.goodiptv.club/api/bestv.php?id=xgyy8m/8000000
炫动卡通,https://tv.iill.top/bestv/hhxd
炫动卡通,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001303/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
影视01,http://painelvj.com.br/tvaguaboa2/tvaguaboa2.sdp/playlist.m3u8
影视02,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8
影视03,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230435/1.m3u8
影视04,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
影视05,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
影视06,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
影视07,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
影视-1905电影网,http://nas.jdshipin.com:8801/1905.php?id=1905dy
影视-成龙,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=34460526
影视-斗鱼-电视剧01,http://epg.112114.xyz/douyu/2838296
影视-斗鱼-电视剧02,http://epg.112114.xyz/douyu/7489563
影视-斗鱼-电视剧03,http://epg.112114.xyz/douyu/6706214
影视-斗鱼-电视剧04,http://epg.112114.xyz/douyu/6566658
影视-斗鱼-电影01,http://epg.112114.xyz/douyu/131977
影视-斗鱼-电影02,http://epg.112114.xyz/douyu/7298973
影视-斗鱼-电影03,http://epg.112114.xyz/douyu/9826611
影视-斗鱼-电影04,http://epg.112114.xyz/douyu/74374
影视-斗鱼-电影05,http://159.75.85.63:35455/douyu/9249162
影视-斗鱼-电影06,http://mmitv.top/test/douyu.php?id=9249162
影视-斗鱼-电影07,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
影视-斗鱼-电影08,http://epg.112114.xyz/douyu/4332
影视-斗鱼-电影09,http://epg.112114.xyz/douyu/9651304
影视-斗鱼-电影10,http://epg.112114.xyz/douyu/8415464
影视-斗鱼-电影11,http://epg.112114.xyz/douyu/562225
影视-斗鱼-电影12,http://epg.112114.xyz/douyu/4631599
影视-斗鱼-电影13,http://epg.112114.xyz/douyu/8814650
影视-斗鱼-电影14,http://epg.112114.xyz/douyu/8945323
影视-斗鱼-电影15,http://epg.112114.xyz/douyu/8014467
影视-斗鱼-电影16,http://epg.112114.xyz/douyu/252802
影视-斗鱼-电影17,http://epg.112114.xyz/douyu/2436390
影视-斗鱼-电影18,http://epg.112114.xyz/douyu/3980787
影视-斗鱼-电影19,http://epg.112114.xyz/douyu/9650887
影视-斗鱼-电影20,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
影视-斗鱼-电影21,http://epg.112114.xyz/douyu/36337
影视-斗鱼-电影22,http://epg.112114.xyz/douyu/96577
影视-斗鱼-电影23,http://epg.112114.xyz/douyu/6140589
影视-斗鱼-电影24,http://epg.112114.xyz/douyu/20415
影视-斗鱼-电影25,http://epg.112114.xyz/douyu/122402
影视-斗鱼-电影26,http://epg.112114.xyz/douyu/9292492
影视-斗鱼-电影27,http://epg.112114.xyz/douyu/2516864
影视-斗鱼-电影28,http://epg.112114.xyz/douyu/675072
影视-斗鱼-电影29,http://epg.112114.xyz/douyu/413573
影视-斗鱼-电影30,http://epg.112114.xyz/douyu/7476264
影视-斗鱼-电影31,http://epg.112114.xyz/douyu/5689514
影视-斗鱼-电影32,http://epg.112114.xyz/douyu/5581257
影视-斗鱼-电影33,http://epg.112114.xyz/douyu/7116591
影视-斗鱼-电影34,http://epg.112114.xyz/douyu/7494871
影视-斗鱼-电影35,http://epg.112114.xyz/douyu/8413092
影视-斗鱼-电影36,http://epg.112114.xyz/douyu/3637726
影视-斗鱼-电影37,http://epg.112114.xyz/douyu/6763930
影视-斗鱼-电影38,http://epg.112114.xyz/douyu/9652323
影视-斗鱼-电影39,http://epg.112114.xyz/douyu/6537888
影视-斗鱼-电影40,http://epg.112114.xyz/douyu/85894
影视-斗鱼-电影41,http://epg.112114.xyz/douyu/3637778
影视-斗鱼-电影42,http://epg.112114.xyz/douyu/7136517
影视-斗鱼-电影43,http://epg.112114.xyz/douyu/648814
影视-斗鱼-电影44,http://epg.112114.xyz/douyu/3637765
影视-斗鱼-动漫01,http://epg.112114.xyz/douyu/10395973
影视-斗鱼-动漫02,http://epg.112114.xyz/douyu/7493575
影视-斗鱼-动漫03,http://epg.112114.xyz/douyu/9518204
影视-斗鱼-动漫04,http://epg.112114.xyz/douyu/4369939
影视-斗鱼-动漫05,http://epg.112114.xyz/douyu/6449849
影视-斗鱼-豆瓣高分,http://epg.112114.xyz/douyu/8770422
影视-斗鱼-华语,http://epg.112114.xyz/douyu/3928
影视-斗鱼-华语动作,http://epg.112114.xyz/douyu/1504768
影视-斗鱼-华语经典,http://epg.112114.xyz/douyu/434971
影视-斗鱼-开心麻花,http://epg.112114.xyz/douyu/9374862
影视-斗鱼-科幻,http://epg.112114.xyz/douyu/6655271
影视-斗鱼-恐怖经典,http://epg.112114.xyz/douyu/1165374
影视-斗鱼-恐怖经典,http://diyp.112114.xyz/douyu/1165374
影视-斗鱼-女神,http://epg.112114.xyz/douyu/747764
影视-斗鱼-小品01,http://epg.112114.xyz/douyu/9067836
影视-斗鱼-小品02,http://epg.112114.xyz/douyu/1486165
影视-斗鱼-小品03,http://tc-tct.douyucdn2.cn/dyliveflv3/10153463r0oBSmAG.flv?wsAuth=327f9acf257abce343423d9ca46ef9ae&token=cpn-androidmpro-0-10153463-ee6c60cb51b36154827caa4c2303ce140c03be821c37ac32&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
影视-林正英,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1351505899
影视-林正英,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353685311
影视-轮播,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353059120
影视-迈克尔杰克逊,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw9ma4gUo3YLDvgU.mp4
影视-漫威,http://epg.112114.xyz/douyu/4282654
影视-欧美,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=37988782
影视-欧美,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpdia4gUo7oWfiAE.mp4
影视-欧美,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgianW4gUoj9-Aaw.mp4
影视-欧美,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyMqg4gUo-uSR5AU.mp4
影视-赵本山,http://epg.112114.xyz/douyu/9817716
影视-周星驰,http://epg.112114.xyz/douyu/3990812
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225795/index.m3u8
优漫卡通,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
优漫卡通,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/wh7f454c46tw3886418684_2037212681/ott.mobaibox.com/PLTV/4/224/3221225933/index.m3u8
优漫卡通,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.js.chinamobile.com/PLTV/3/224/3221225933/index.m3u8
优漫卡通,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230450/1.m3u8
优漫卡通,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230450/1.m3u8
优漫卡通,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
中华美食,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230098/1.m3u8
中华美食,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230098/1.m3u8
中央新影-老故事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?
亚洲影院,http://[2409:8087:7001:20:1000::95]:6610/000000001000/5841816227539527643/index.m3u8?channel-id=wasusyt&Contentid=5841816227539527643&livemode=1&stbId=3
